"loan_amnt","funded_amnt","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","pymnt_plan","url","desc","purpose","title","zip_code","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","mths_since_last_major_derog","policy_code","is_bad"
16000,16000,"60 months","14.79%",378.88,"C","C4","Medquest Associates","5 years","MORTGAGE",87240,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=766608","Borrower added on 05/25/11 > Funds will be used for working capital for small start up business.  Owners have over 10 years experience in field as well as sales/marketing experience.<br/>","small_business","Small Business Loan","295xx",10.99,0,"6/1/95",1,41,114,9,1,6041,43.6,23,FALSE,NA,7944,1
20000,20000,"36 months","11.48%",659.37,"B","B2","Johnson & Johnson","4 years","RENT",85000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=439664","Will be investing in my father's business.","other","Business Investment","087xx",10.07,0,"8/1/01",0,NA,NA,11,0,760,1.9,15,FALSE,NA,8469,0
7200,7200,"36 months","10.00%",232.33,"B","B2","at&t","10+ years","RENT",66560,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=726629","Borrower added on 04/25/11 > Funds to be used to add new driveway to property.<br/>","home_improvement","New Driveway","760xx",7.99,0,"11/1/94",0,46,NA,8,0,2305,26.2,17,FALSE,NA,3826,0
20000,20000,"60 months","22.11%",553.63,"G","G1","Guild Mortgage","3 years","MORTGAGE",67000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=824609","Borrower added on 07/22/11 > I have always kept my debt obligations current and paid on time this will help me pay off my debt and have a better cash flow, my job s very stable<br/>","debt_consolidation","Get out of debt","930xx",20.22,0,"3/1/97",2,NA,NA,13,0,20043,67,20,FALSE,NA,8844,1
13000,13000,"36 months","8.88%",412.68,"B","B1","Ohio Air National Guard","10+ years","RENT",55000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=606217",NA,"debt_consolidation","Susan","454xx",21.71,1,"1/1/96",3,12,NA,15,0,14908,53.8,39,FALSE,NA,6864,0
1750,1750,"60 months","7.88%",35.39,"A","A5","Radiant Life Church","4 years","MORTGAGE",13775,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=545700","Borrower added on 07/23/10 > Just need a little more money to buy an investment home.  Please help me fund my dream of purchasing my first rental property!  Thank you so much for your help!<br/> Borrower added on 07/23/10 > Just need a little more money for investment home purchase.  Please help me fund my dream of my first rental property!  Thank you for helping fund the vision!<br/>","major_purchase","Home Loan","727xx",12.72,0,"7/1/03",2,NA,NA,6,0,9470,40,10,FALSE,NA,292,0
5000,5000,"36 months","12.18%",166.5,"B","B4","Janet Bailey D.D.S.","8 years","RENT",40000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=452605","558783 added on 10/17/09 > My fiance and I are getting married in January 2010. Both of our parents are not financially well off to help us with the wedding cost's, therefore, we are responsible for all the expenses and we need assistance. We have done the bare minimum planning wise and the wedding is still going to cost $10,000. Please help us with the remaining $5,000.","wedding","Wedding expenses","342xx",5.64,0,"4/1/02",0,NA,NA,11,0,4388,43.9,17,FALSE,NA,2102,0
7600,7600,"36 months","12.99%",256.04,"C","C1","Smith Moore Leatherwood LLP","7 years","MORTGAGE",64197,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=771287","Borrower added on 05/31/11 > Initial start up for real estate investing venture buying homes below retail for senior citizens and putting them in the homes under the reverse mortgage plan.<br/>","small_business","Remaining Senior Plan Loan","300xx",21.1,0,"12/1/98",3,NA,NA,4,0,4199,93.3,9,FALSE,NA,4069,0
26000,26000,"60 months","18.25%",663.78,"F","F1","northrop grumman","8 years","MORTGAGE",33600,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=670629",NA,"major_purchase","personal loan for machinery","236xx",3.93,0,"2/1/25",1,67,NA,5,0,8482,73.8,20,FALSE,NA,9630,0
30000,30000,"60 months","16.77%",741.88,"E","E2","Sunbeam Television","5 years","MORTGAGE",170000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=676779","Borrower added on 02/16/11 > I am a current Lending Club member.  I will use this loan to pay off an existing Lending Club loan (Loan 544041), plus the remainder of unsecured debts I have.  I am a member in good standing and have never missed a payment.  I would like to pay off all debts at a lower interest rate, in less than 5 years.  One my debts are paid off, it will then be time to pay for my son's college....yeah!  But at least I will be debt-free.  Thanks to all potential investors for helping me with my 'no-debt' plan!<br/>","debt_consolidation","Debt Consolidation","017xx",13.37,0,"6/1/92",2,NA,NA,15,0,11160,19,39,FALSE,NA,9752,1
20000,20000,"60 months","14.27%",468.17,"C","C2","Hospice of the Sandias","< 1 year","MORTGAGE",80500,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1044130","Borrower added on 11/30/11 > Thank you for your consideration of this loan for debt consolidation.<br> Borrower added on 12/02/11 > This loan will be used for debt consolidation as a result of the current economic crisis many are currently experiencing. I am a responsible person who takes fianancial obligations very seriously. I have stable employment in the health care industry and am experiencing the financial crunch and cut-backs of the current status of the healthcare/medical industry, from a consumer/sole provider,  as well as employer perspective. I am a responsibe,  dedicated, healthy and committed person in all I do. Again, I express gratitude and appreciation for your consideration of this loan.<br>","debt_consolidation","Personal loan","871xx",9.17,1,"9/1/95",0,8,NA,7,0,12842,88.5,14,FALSE,NA,8741,0
20000,20000,"36 months","12.53%",669.33,"C","C1","ATC associates, inc","4 years","RENT",68000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=388591","I am looking for a way to consolidate my payments in one place so I can make a larger overall payment to pay everything down quicker.","debt_consolidation","Consolidation Loan","346xx",18.23,0,"5/1/95",2,NA,NA,13,0,25313,43.4,44,FALSE,NA,8504,0
18250,18250,"60 months","21.22%",495.99,"G","G4","Monroe Medi Trans","10+ years","MORTGAGE",180000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=661258","Borrower added on 02/05/11 > This is a mobile pet grooming franchise.  I would be operating this while I continue to work at my current position as VP of an ambulance transportation company.<br/> Borrower added on 02/05/11 > I have been with my current business for 35 years and I am looking to invest in my passion.  I love animals and I spent the last 2 years learning how to groom dogs and mobile pet grooming is a great service to pet owners.  Many people are investing in their pets and treating them as the valued members of their family.  People are busy and mobile grooming allows the luxury of having someone come to you to groom your pet.  The pet is not stressed and left in a strange place all day.  There are mom and pop mobiles but the franchise offers the experience and opportunity to get up and running quickly.  They will train me and the staff.  There are many opportunites to add multiple vehicles and the territory that I have been awarded is very lucritive.  Please ask more question<br/>","small_business","Pet Business","144xx",17.95,0,"1/1/93",0,NA,NA,30,0,49344,83.6,57,FALSE,NA,8319,1
24250,24250,"60 months","13.61%",559.37,"C","C2","GE","9 years","MORTGAGE",125000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=549739","Borrower added on 07/21/10 > I plan to consolidate debt with this loan.  I will save on interest charges &amp; pay down principle much faster than I have been able to on my citibank, discover, &amp; BOA cards.  My job is very stable as I have been with my company for 10 years in total.  I appreciate your consideration for this loan.<br/>","debt_consolidation","BrayLoan","410xx",12.8,0,"11/1/97",2,58,NA,14,0,17667,39.1,43,FALSE,NA,9258,0
20000,20000,"36 months","15.65%",699.69,"D","D4","Larson Family Winery","10+ years","RENT",54000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=657244","Borrower added on 01/28/11 > Purpose to consolidate into one payment at a fixed intrest.<br/>","debt_consolidation","Pay off","954xx",16.67,0,"8/1/70",0,79,NA,10,0,17034,85.4,21,FALSE,NA,8596,0
16000,16000,"36 months","13.85%",545.67,"C","C4","Weichert, Realtors","8 years","RENT",47831,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=458419","Borrower added on 03/10/10 > My dream is to finally end the cycle of revolving debt so that I can finally build a stable future for myself. I've been able to put some hardships behind and can see the light ahead if my loan is fully funded. I live modestly but cannot corral rising life expenses unless I can put away credit debt and service this loan. I will be a worthy LendingClub loan recipient. Thank you for your consideration!<br/>","debt_consolidation","Harnessing credit debt for a stable future.","070xx",24.13,0,"12/1/89",0,NA,111,9,1,11346,60.7,17,FALSE,NA,7845,0
12000,12000,"36 months","9.99%",387.15,"B","B1","DoD Civil Service","10+ years","MORTGAGE",61000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=788341","Borrower added on 07/13/11 > Loan request is to pay for medical/surgical expenses.<br/>I am a long-term government employee whose insurance did not cover all the procedures.  I intend to continue working until I'm 70 as I love what I do.  My mortgage is quite modest as I have been in my home for many years.  If there is anything else you need to know, please ask.<br/>","debt_consolidation","Medical Expenses","920xx",21.57,0,"9/1/87",1,NA,NA,15,0,11001,34.3,17,FALSE,NA,6509,0
20400,20400,"36 months","13.06%",687.95,"C","C2","Simpson Thacher  and  Bartlett LLP","5 years","RENT",69996,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=654571",NA,"debt_consolidation","Credit Cards","112xx",7.3,0,"5/1/96",0,NA,NA,10,0,16689,47.7,16,FALSE,NA,8869,0
6000,6000,"60 months","13.23%",137.23,"C","C1","northeast utilities","5 years","OWN",45996,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=540131","Borrower added on 07/13/10 > I plan on using the funds to purchase furniture, a bedroom set, a kids bed, dining room set. I have been at my job for almost 5 years, and it is a very stable job.  I havent been late or missed a payment in over 5 years, I am dedicated to paying my bills on time. I make 43000+ dollars a year with very few bills, I have a 271.00 car payment a a credit card which I pay 150.00/mo and my rent will be 795.00/mo<br/>","other","New Life","010xx",16.72,0,"6/1/00",2,NA,NA,4,0,12713,73.5,11,FALSE,NA,3226,1
9000,9000,"36 months","9.91%",290.03,"B","B1","Total Terminals International, LLC","1 year","RENT",65000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=965742","Borrower added on 09/24/11 > I'm looking to pay down all my credit cards, most of which have high interest rates despite my credit history/score. I would like to concentrate on (1) payment, increase my credit score, and get pre-qualified for a home loan in 6-8 months without credit card debt.<br/> Borrower added on 09/24/11 > Thank you for consideration.<br/>","credit_card","Refinance & Consolidate my CCs","927xx",16.41,0,"1/1/00",0,NA,NA,10,0,12844,57.6,22,FALSE,NA,4869,0
7000,7000,"36 months","13.11%",236.22,"C","C2","Phoenix Resources  Inc.","1 year","RENT",39996,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=509344","Borrower added on 04/29/10 > Here is some additional information for the investors:<br/><br/>I am borrowing more than what my credit report shows I owe because I am also trying to pay off a personal loan made to me in the mid-2000's.  The cumulative minimum monthly payment I have going out on these debts is $340 (I usually pay more) so making the loan payment each month is not a problem.  I have a second, part-time job as a server at a restaurant 2 nights/week.  I used to work there full-time and have the added security of picking up additional shifts as needed.<br/>","debt_consolidation","Get it Together","303xx",11.01,0,"11/1/96",1,NA,NA,8,0,3761,47.6,11,FALSE,NA,3620,0
12000,12000,"60 months","10.36%",257.1,"B","B5","Wal Mart","7 years","RENT",24000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=640211","Borrower added on 12/28/10 > I would like to consolidate my bills<br/> Borrower added on 12/28/10 > I would like to consolidate my bills and get a lower interest rate.<br/>","debt_consolidation","Bettesbills","430xx",14.2,0,"2/1/94",0,NA,NA,6,0,11627,89.4,10,FALSE,NA,6514,1
10500,10500,"36 months","9.38%",335.76,"A","A5","Pixsy Corporation","1 year","RENT",55000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=358312","LOAN PURPOSE  This loan will be used by my business partner and I to buy an under-valued, under-nourished existing business.  BUSINESS BACKGROUND  The current owner works full-time as a professional in another industry and is overwhelmed by the business. She'd rather focus on her career than run a business, and is willing to accept $99K for it, but is requiring a significant portion down. We will be putting $50K down, and pay off the remainder within 6 months.   If we end up not acquiring the business because of insufficient capital, and yet this loan is approved, it will immediately be paid back.  The business is a truck (mobile clinic) with a hydrostatic body composition dunk tank. The owners of these clinics visit gyms/fitness clubs and run body fat tests all day long, parked out front. Clubs are very eager to have the clinics there. We can hype their personal training services, draw in potential members people from the area, and we can offer a small revenue share.   BUSINESS' FINANCIALS  Tests are $45, with discounts for repeat customers. Accounting for repeats, the average price per test is $35. Most clinics operate part-time for a modest 6 hours (by choice), yielding them between 20 - 30 tests/day (5 - 6 tests/hour). Trucks in less populous areas have cash flows of $20K - $25/monthly.  Note that 20 - 30/day is an average of _all territories_, such as St. Louis, Milwaukee, etc. The populations of these areas are _far_ thinner in comparison to the region we will be taking over, which is everything south of LA. Only one clinic has the rights to a greater population--Northern California-- which performs very well, with tests in the 30 - 40 tests/day range, operating less than 8 hours/day. We will be operating for more hours to support the great demand in our region: 12 - 16, instead of merely 6 or 8. The only days the clinic will not be in operation are the major holidays (e.g. Thanksgiving, Christmas).  Monthly operating costs are very low: $2,000 - $3,000, plus hourly staffing.  CASH FLOW  Based on the data from existing clinics, we've projected two estimates of cash flow. With operating expenses so low, we could do half our projections and _still_ be profitable.  Conservative:  	$35/test x 35 tests/day x 30 days = $37K/month.  Projected:  	$35/test x 45 tests/day x 30 days = $47K/month.  MY BACKGROUND/FINANCES  I've been employed at a technology company that sells data to Fortune 500 companies since graduating with a BA in Business Management of IS in 2006. My role is Lead Developer (programmer) of the software development team. Yearly income is $55K, and I have unexercised stock options whose shares constitute 1.4% of the company. 	  Money in/month:   	$4,583.33 gross  Money out/month:  	* Rent: $400 	* Student loans: $275 	* Food: $400 	* Cell and utilities: $200 	* Credit card payments: $75 	* No vehicle expenses; public transportation at $70 	* Medical: $30 	* Misc.: $250 	Total: $1,700 +/- 100  MY BUSINESS PARTNER  My partner is the owner of a Cold Stone Creamery (gourmet ice cream), which he paid for in cash. Since taking ownership of the Cold Stone, same-store sales have increased 14%--one of the highest increases of all 1,400 stores nationwide.","small_business","More capital to buy existing business","981xx",6.41,0,"1/1/02",2,NA,NA,9,0,1932,11.4,14,FALSE,NA,5880,1
9250,9250,"36 months","13.57%",314.21,"C","C3","Children's National Medical Center","3 years","RENT",28800,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=457566","568921 added on 11/05/09 > Hi, <br/>I am in great need of this money, I need it as soon as possible because I need legal representation for my brother. His future is at state, so it is criticle that I receive this loan. Thank you so much for your efforts and approving me for this loan. This will make a life difference for me and my family and I promise to always be on time with my payments. Thank You again, God bless.<br/> 568921 added on 11/05/09 > I work full time, and tutor part time. I have been working for Children's Hospital for 3 years now. I am also looking for other part time job oppotunities. I am goal oriented, and love my job. My little brother means the world to me and I really need to help him, he goes to court next Wednesday so I really need to secure his lawyer so that he can have good representation and I know he has learned that you have to be wise in choosing friends because your association with people can make you guilty by association. Please if possible I really would like to have this money by Monday, if not thats ok but time is vital to this situation. Also just wanted to let you know I do live on a budget, the economy is not great right now so I only get the things I need not the things I want and can go with out. All my bills are paid up to date and I make all of them on time. I hope I included everthing you need to know about my self. Sorry if it doesn't flow but I didnt realize what you were looking for in the description until after I typed the first half. Thank you again so much. This money will be used to help me pay for an attorney for my brother. Thank you I really need this. We all make mistakes, and just to let you know my brother didn't hurt anyone or anything like that. He has some friends that are a bad influence and because of association got mixed up into this situation.<br/> 568921 added on 11/13/09 > This money is goin to help more then anyone can understand, my bother and I are very greatful to all the investors. Thank You so much, for helping us. This is going to make a life difference for my brother and I. Thank You so much.<br/>","other","saving Rico","200xx",19.26,0,"11/1/04",2,NA,NA,4,0,0,0,5,FALSE,NA,4927,0
14500,14500,"36 months","15.05%",503.03,"D","D4","CVS","1 year","RENT",23788,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=386164","With this money I can pay off what I owe and only  have 1 monthly payment. That would make my life a WHOLE lot easier. Thank you for your help.","debt_consolidation","Would rather have 1 monthly payment","082xx",5.75,0,"6/1/01",6,NA,72,11,1,3695,46.2,11,FALSE,NA,7224,0
10000,10000,"36 months","10.99%",327.36,"B","B4","U.S. Dept. of Housing and Urban Develop.","10+ years","MORTGAGE",109800,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=499672","Borrower added on 04/01/10 > I am very conscientious about repaying my debts and am thankful to have a very stable job that enables me to repay what I owe others.<br/>","other","Wind Dancer","201xx",19.23,1,"4/1/97",2,23,NA,16,0,43256,45.9,62,FALSE,NA,5169,0
10000,10000,"36 months","8.94%",317.72,"A","A5","Southlake Baptist Church","< 1 year","RENT",30000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=441345","I would like to erase my debt with credit card companies completely. I believe that this loan would help me to pay off the creditors and begin to live a debt free life! Once paying off the creditors, I plan to start a media consulting business for churches. I am already employed at a church with about 10 other churches looking to get me to come in on weekends and help them.   A loan at 9.79% is extremely more feasible than paying off 2 credit cards with ridiculously high interest rates!  Thanks!","debt_consolidation","Consolidate Debt to Start Business","762xx",5.6,0,"4/1/94",2,NA,NA,6,0,9152,17.3,7,FALSE,NA,5650,1
14750,14750,"36 months","5.42%",444.86,"A","A1","Erie 2 Chautauqua Cattaraugus BOCES","10+ years","MORTGAGE",56500,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=807181","Borrower added on 09/07/11 > The loan will be used to buy inventory for my outdoor, hunting, recreation business. This is a family business. Bank interest rates are ridiculously high for small business in this state.<br/>null","small_business","Outdoor Recreation Equipment","141xx",18.32,0,"9/1/95",0,NA,NA,6,0,1073,10.7,25,FALSE,NA,7246,0
4000,4000,"36 months","7.49%",124.41,"A","A4","DTI Diversitech","2 years","MORTGAGE",1e+05,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=828542",NA,"home_improvement","Nick and Laura's Loan","751xx",5.7,0,"10/1/06",0,NA,NA,6,0,490,2.2,11,FALSE,NA,1553,0
7200,7200,"36 months","6.92%",222.06,"A","A3","Schnitzer Steel Ind.","3 years","MORTGAGE",85000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=737329",NA,"credit_card","Last Loan","028xx",11.72,0,"1/1/95",1,NA,NA,6,0,15933,36.2,28,FALSE,NA,3864,0
2650,2650,"36 months","10.59%",86.25,"B","B2","DCAA","2 years","RENT",46728,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=745134",NA,"debt_consolidation","Debt Consolidation Loan","957xx",2.9,0,"11/1/00",0,NA,NA,5,0,939,12.5,15,FALSE,NA,697,0
4900,4900,"36 months","9.91%",157.91,"B","B1","Shasta County Sheriffs Office","8 years","RENT",43000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=969536","Borrower added on 09/27/11 > I have a good credit score, been with the same employer for almost 9 years. My vehicles are paid off, I only have rent and utilities due now. I consolidated my Credit Card debt. I have tried to get an RV loan three different times with the same results. They all say the same thing. &quot;You have a great payment history, good credit rating, no problems, but &quot;We're not doing RV loans&quot;  So here I am, trying something new.<br/>null","major_purchase","Major Purchase Loan","960xx",14.37,0,"8/1/01",0,NA,NA,9,0,16541,82.7,15,FALSE,NA,1989,0
